id,school_id,created_at,classroom_type
3247,76,2017-10-16 20:52:07.051845,Elementary
3253,343,2017-10-18 01:21:01.308313,Primary
1890,686,2017-03-30 03:12:33.683662,Toddler
253,80,2015-09-17 21:26:59.278539,Primary
3246,34,2017-10-16 20:29:27.118611,Lower Elementary
254,80,2015-09-17 21:27:08.060125,Primary
2897,899,2017-08-24 22:04:58.854853,Upper Elementary
460,160,2016-05-02 14:49:28.094145,Upper Elementary
951,160,2016-08-26 22:39:44.874294,Adolescent
129,56,2015-08-06 15:09:52.037854,Elementary
1296,329,2016-09-30 18:43:48.448805,Primary
494,226,2016-05-11 19:26:22.061436,Primary
493,226,2016-05-11 19:26:22.004932,Primary
1330,390,2016-10-17 01:24:11.345236,Lower Elementary
1184,303,2016-09-10 00:00:47.929291,Elementary
98,38,2015-06-19 15:50:45.858223,Toddler
101,38,2015-06-19 15:51:11.738888,Primary
2051,737,2017-05-09 16:10:59.586794,Lower Elementary
637,245,2016-07-01 13:46:58.336042,Lower Elementary
1172,21,2016-09-07 19:51:58.542813,Upper Elementary
1416,460,2016-11-21 18:14:21.134349,Primary
3231,221,2017-10-13 19:49:38.033733,Adolescent
1204,365,2016-09-16 05:53:59.322564,Toddler
711,290,2016-07-20 23:40:53.130627,Primary
1202,365,2016-09-16 05:53:59.261396,Primary
1133,381,2016-08-31 20:40:19.657263,Infant
2515,461,2017-07-23 02:53:27.741717,Toddler
3756,1127,2018-03-02 07:32:42.748613,Lower Elementary
3241,993,2017-10-16 16:52:07.651232,Toddler
436,214,2016-04-15 16:17:26.295699,Primary
1165,377,2016-09-06 00:07:37.001922,Lower Elementary
1235,203,2016-09-20 15:24:51.299261,Upper Elementary
3757,1127,2018-03-02 07:32:42.812123,Upper Elementary
2053,750,2017-05-09 17:29:21.980603,Primary
406,112,2016-03-29 17:04:01.204578,Lower Elementary
3758,1127,2018-03-02 07:32:43.954104,Primary
3759,1127,2018-03-02 07:32:44.758829,Infant
3236,990,2017-10-15 08:04:17.07159,Lower Elementary
932,357,2016-08-23 21:48:42.518956,Lower Elementary
1828,534,2017-03-14 21:58:35.161449, Elementary
1236,203,2016-09-20 15:24:51.352003,Upper Elementary
3755,1130,2018-03-02 07:18:18.199665,Elementary
1285,292,2016-09-27 12:20:00.913543,Primary
1286,292,2016-09-27 12:20:21.801714,Primary
3245,921,2017-10-16 19:38:17.176828,Toddler
1019,304,2016-08-29 05:38:16.023299,Upper Elementary
2113,400,2017-05-15 05:25:51.573344,DCC
3244,921,2017-10-16 19:37:53.023566,Toddler
1901,693,2017-04-07 22:36:18.697901,Primary
3159,48,2017-09-25 19:27:55.886379,Upper Elementary
843,242,2016-08-15 16:31:11.023237,Infant
3748,944,2018-02-28 21:35:56.390454,Lower Elementary
844,242,2016-08-15 16:31:11.054544,Infant
1160,357,2016-09-02 20:31:39.373726,Lower Elementary
842,242,2016-08-15 16:31:10.994876,Infant
1833,510,2017-03-15 19:37:20.491189,Toddler
1827,532,2017-03-14 19:01:09.074549,Lower Elementary
2596,220,2017-08-02 16:49:19.7009,Lower Elementary
2597,220,2017-08-02 16:49:19.722251,Lower Elementary
2042,521,2017-05-04 14:25:13.975426,Primary
2128,757,2017-05-18 17:27:29.158943,Primary
3243,430,2017-10-16 19:27:42.203808,Primary
3174,961,2017-09-27 16:32:04.390778,Infant
1830,474,2017-03-15 16:09:10.542349,Lower Elementary
3242,430,2017-10-16 19:27:23.462197,Primary
730,299,2016-07-22 23:52:17.023266,Lower Elementary
3763,53,2018-03-02 17:06:34.678219,Primary
255,80,2015-09-17 21:27:17.786964,Primary
3252,343,2017-10-18 01:21:01.240368,Primary
3254,343,2017-10-18 01:21:01.345136,Primary
2112,754,2017-05-12 18:00:27.474352,Elementary
3248,754,2017-10-16 23:59:07.033513,Primary
553,224,2016-05-26 20:38:54.790185,Upper Elementary
1834,510,2017-03-15 20:51:38.301761,Primary
1619,506,2017-02-21 21:30:56.179105,Upper Elementary
1331,390,2016-10-17 01:25:18.582104,Primary
1194,390,2016-09-13 19:39:44.53513,Upper Elementary
1904,693,2017-04-07 22:36:23.069907,Adolescent
2602,850,2017-08-02 18:12:04.217079,Primary
1262,89,2016-09-21 20:36:21.540809,Lower Elementary
1292,293,2016-09-29 19:11:42.291201,Primary
3224,977,2017-10-11 18:36:45.035167,Upper Elementary
1603,510,2017-02-16 22:31:44.150103,Toddler
738,301,2016-07-26 15:32:26.191954,Primary
828,324,2016-08-11 18:52:07.864432,Primary
2605,852,2017-08-02 18:24:05.789741,Primary
826,324,2016-08-11 18:52:06.555851,Toddler
438,214,2016-04-15 16:17:39.246778,Upper Elementary
2346,799,2017-06-21 18:29:21.822746,Primary
2347,799,2017-06-21 18:29:22.047434,Toddler
1177,340,2016-09-08 23:12:51.741061,Toddler
619,70,2016-06-23 19:11:34.490526,Children's House
2939,911,2017-08-29 21:00:30.093163,Toddler
2646,862,2017-08-03 21:21:58.722432,Primary
2942,911,2017-08-29 21:00:36.143624,Upper Elementary
2943,911,2017-08-29 21:00:36.30646,Adolescent
1310,385,2016-10-06 16:09:47.948534,Infant
1831,535,2017-03-15 16:43:16.63881,Primary
1299,129,2016-10-04 17:49:17.089096,Toddler
1125,217,2016-08-30 13:19:56.395722,Upper Elementary
90,46,2015-05-25 20:40:27.153029,Lower Elementary
2050,382,2017-05-07 16:03:34.604831,Elementary
3766,421,2018-03-02 20:31:36.314712,Nido
2263,780,2017-06-13 22:37:13.846066,Toddler
2043,521,2017-05-04 14:25:22.886221,Toddler
2420,817,2017-07-06 21:15:19.326596,Lower Elementary
1142,87,2016-09-01 16:57:40.793749,Primary
3765,421,2018-03-02 20:31:11.284554,Toddler
2129,757,2017-05-18 17:27:29.183715,Primary
2130,757,2017-05-18 17:27:33.912982,Elementary
2606,852,2017-08-02 18:24:06.55395,Primary
1345,432,2016-10-18 18:51:24.975384,Infant
2419,816,2017-07-06 18:36:23.562868,Primary
3762,53,2018-03-02 17:06:11.980458,Primary
1508,485,2017-01-16 21:09:31.668752,Primary
1509,485,2017-01-16 21:09:31.743542,Primary
441,3,2016-04-18 19:59:05.916436,Primary
1888,686,2017-03-30 03:12:32.099061,Elementary
2556,844,2017-07-28 18:04:32.448951,Primary
2674,545,2017-08-08 17:33:38.318909,Primary
2354,391,2017-06-21 19:48:52.8451,Lower Elementary
2937,910,2017-08-29 17:54:56.712001,Primary
2353,391,2017-06-21 19:48:52.807141,Primary
2591,848,2017-08-02 16:39:23.085655,Adolescent
2593,848,2017-08-02 16:39:23.277831,Adolescent
271,25,2015-09-28 16:08:59.660817,Elementary
2379,802,2017-06-27 19:24:29.565998,Primary
2381,802,2017-06-27 19:24:29.975328,Toddler
2111,754,2017-05-12 18:00:27.44046,Elementary
2255,778,2017-06-12 21:31:15.342245,Lower Elementary
1361,329,2016-10-21 18:07:35.492977,Primary
2011,536,2017-04-26 16:37:42.089734,Primary
2601,850,2017-08-02 18:12:04.119083,Primary
2603,850,2017-08-02 18:12:04.707563,Infant
2604,850,2017-08-02 18:12:04.827979,Infant
616,70,2016-06-23 19:11:34.367212,Children's House
1906,12,2017-04-10 19:54:08.901604,Primary
505,221,2016-05-16 22:03:47.50253,Primary
1009,366,2016-08-29 05:38:15.27894,Primary
910,304,2016-08-18 19:02:27.623443,Toddler
1346,432,2016-10-18 18:51:25.002625,Toddler
2705,811,2017-08-10 15:32:29.123859,Primary
1381,273,2016-11-06 23:23:49.131055,Lower Elementary
1018,304,2016-08-29 05:38:16.005618,Upper Elementary
1907,12,2017-04-10 19:54:19.866641,Primary
3769,702,2018-03-05 20:21:50.384218,Lower Elementary
3770,702,2018-03-05 20:21:52.265698,Primary
1449,458,2016-12-08 01:42:22.344458,Upper Elementary
1618,506,2017-02-21 21:30:56.160055,Lower Elementary
25,8,2014-08-20 21:54:27.117588,Primary
1396,450,2016-11-09 23:02:59.525004,Lower Elementary
2377,802,2017-06-27 19:24:29.455,Primary
1167,381,2016-09-07 16:02:18.359258,Mixed Age
437,214,2016-04-15 16:17:39.059633,Lower Elementary
2623,858,2017-08-02 19:50:50.787945,Primary
3767,300,2018-03-05 18:47:52.502889,Primary
1857,559,2017-03-24 15:32:15.260372,Primary
1362,439,2016-10-24 19:25:37.068259,Toddler
2620,857,2017-08-02 19:44:50.204396,Primary
1141,87,2016-09-01 16:57:28.446855,Primary
1858,559,2017-03-24 15:32:15.284321,Primary
1347,432,2016-10-18 18:51:25.021116,Toddler
2459,816,2017-07-10 21:02:20.827996,Adolescent
1412,460,2016-11-21 18:14:16.933255,Infant
76,43,2015-05-08 14:53:42.467655,Primary
1507,485,2017-01-16 21:09:29.455073,Toddler
1385,110,2016-11-09 21:40:05.162568,Primary
1395,110,2016-11-09 22:52:30.131299,Toddler
2619,857,2017-08-02 19:44:50.176169,Primary
1363,403,2016-10-24 22:11:21.593843,Primary
2139,760,2017-05-22 18:19:47.923553,Primary
2479,760,2017-07-16 01:26:21.62149,Primary
1372,448,2016-11-01 21:16:05.458573,Toddler
1371,448,2016-11-01 21:16:04.839463,Primary
1370,448,2016-11-01 21:16:04.815899,Primary
1388,448,2016-11-09 22:34:34.675528,Primary
2694,843,2017-08-09 16:46:33.022961,Primary
2355,391,2017-06-21 19:48:52.872111,Lower Elementary
2944,899,2017-08-30 00:11:09.837152,Primary
1414,460,2016-11-21 18:14:17.106888,Toddler
2612,856,2017-08-02 19:39:45.349714,Primary
2626,859,2017-08-02 19:53:13.701202,Primary
2730,428,2017-08-10 18:31:45.478686,Primary
1500,289,2017-01-11 16:38:25.590198,Primary
2627,859,2017-08-02 19:53:13.727678,Primary
2138,536,2017-05-22 18:14:19.101628,Primary
3232,221,2017-10-13 19:50:05.471593,Adolescent
2731,428,2017-08-10 18:32:13.122308,Elementary
3225,977,2017-10-11 18:36:45.218059,Adolescent
1206,365,2016-09-16 05:53:59.382314,Infant
907,304,2016-08-18 19:02:26.205073,Primary
1205,365,2016-09-16 05:53:59.355973,Infant
911,304,2016-08-18 19:02:27.703344,Toddler
2622,858,2017-08-02 19:50:50.76233,Primary
3185,968,2017-09-29 21:14:22.189647,Infant
3768,702,2018-03-05 20:21:50.312896,Lower Elementary
2613,856,2017-08-02 19:39:45.378454,Primary
1843,459,2017-03-20 22:59:14.398067,Toddler
312,97,2016-01-06 23:09:51.026062,Primary
67,40,2015-04-02 03:42:34.035004,Primary
344,105,2016-02-09 16:11:25.894208,Primary
345,105,2016-02-09 16:11:33.86361,Primary
105,49,2015-07-02 06:37:27.877706,Kindergarten and Elementary
1909,597,2017-04-11 17:51:27.530809,Lower Elementary
3771,702,2018-03-05 20:21:52.332656,Upper Elementary
106,49,2015-07-02 06:41:29.191116,Pre-Kindergarten
347,105,2016-02-09 16:11:52.442707,Primary
2628,859,2017-08-02 19:53:13.754046,Primary
348,105,2016-02-09 16:12:00.549282,Primary
40,13,2014-11-13 19:19:14.209675,n/a
1912,597,2017-04-11 18:24:55.535702,Upper Elementary
24,14,2014-07-24 00:26:11.476008,Primary
39,14,2014-11-06 08:31:58.095689,Elementary
311,14,2016-01-06 20:19:54.790979,Toddler
248,78,2015-09-15 13:41:53.307167,Primary
2629,859,2017-08-02 19:53:13.780512,Primary
68,40,2015-04-02 03:42:40.09112,Primary
3773,1133,2018-03-05 20:35:17.675705,Casa Aria
69,40,2015-04-02 03:42:52.586431,Lower Elementary
871,125,2016-08-17 13:29:50.639757,Lower Elementary
1532,459,2017-01-26 00:13:02.47532,Infant
2417,129,2017-07-06 17:05:11.95057,Lower Elementary
3774,1133,2018-03-05 20:35:17.71451,Casa Aria
3775,1133,2018-03-05 20:35:17.746751,Casa Aria
3776,1133,2018-03-05 20:35:18.121571,Bambini
102,38,2015-06-19 15:51:22.82039,Lower Elementary
1383,431,2016-11-09 14:02:58.038861,Primary
309,96,2015-12-27 04:19:07.196058,Primary
1910,555,2017-04-11 17:57:02.899825,Primary
1911,555,2017-04-11 17:57:11.450136,Elementary
1913,547,2017-04-11 21:23:15.675456,Primary
1992,193,2017-04-26 01:25:17.85577,Primary
1318,429,2016-10-13 00:39:27.058158,Primary
3104,503,2017-09-15 16:29:55.583471,Lower Elementary
2945,913,2017-08-30 16:14:05.713523,Elementary
3105,503,2017-09-15 16:29:55.67233,Upper Elementary
208,74,2015-09-05 01:00:22.985735,Lower Elementary
336,103,2016-02-02 01:03:49.522584,Preschool/Kindergarten
251,80,2015-09-17 21:26:32.563152,Primary
258,80,2015-09-17 21:27:49.591383,Upper Elementary
257,80,2015-09-17 21:27:39.762131,Lower Elementary
1398,450,2016-11-14 17:08:07.740116,Primary
339,103,2016-02-02 01:04:04.528935,Preschool/Kindergarten
350,107,2016-02-17 22:47:31.209979,Primary
2695,843,2017-08-09 16:46:33.043763,Primary
2696,843,2017-08-09 16:46:33.065523,Primary
495,226,2016-05-11 19:26:22.133017,Primary
103,38,2015-06-19 15:51:34.168641,Upper Elementary
184,21,2015-08-27 21:28:26.577954,Lower Elementary
872,125,2016-08-17 13:29:50.700979,Lower Elementary
908,304,2016-08-18 19:02:26.310538,Primary
2706,811,2017-08-10 15:33:07.483644,Primary
20,12,2014-07-17 00:22:38.429842,Primary
3772,579,2018-03-05 20:29:33.149882,Primary
27,15,2014-08-26 18:08:08.488348,Primary
37,20,2014-10-11 23:36:17.026586,Primary
3779,1134,2018-03-05 22:33:58.320063,Primary
61,32,2015-03-24 16:51:02.635799,A to I
62,32,2015-03-24 16:51:10.619748,Primary
64,32,2015-03-24 16:51:21.152231,Elementary
65,32,2015-03-24 16:51:37.231661,Adolescent
17,10,2014-07-02 01:51:41.061308,Primary
80,45,2015-05-16 21:44:40.758365,Primary
79,44,2015-05-14 01:10:15.023882,Elementary
1174,180,2016-09-08 19:44:08.169294,Primary
3780,1134,2018-03-05 22:33:58.913574,Toddler
1418,461,2016-11-21 18:32:42.955748,Infant
2118,342,2017-05-15 19:34:30.211668,Primary
3267,1002,2017-10-24 16:58:46.655259,Primary
19,12,2014-07-16 23:58:03.382159,Primary
3202,980,2017-10-06 23:59:00.688346,Upper Elementary
3266,1001,2017-10-23 18:06:43.725626,Lower Elementary
3256,991,2017-10-18 22:50:11.896756,Elementary
3781,1099,2018-03-05 23:57:30.169783,Toddler Casa
750,304,2016-07-28 16:12:47.330855,Upper Elementary
47,25,2015-02-20 05:46:23.632366,Elementary
3255,839,2017-10-18 17:21:37.093533,Primary
2632,545,2017-08-02 20:27:31.315702,Primary
89,46,2015-05-25 20:40:16.703346,Lower Elementary
372,140,2016-03-12 20:23:05.296236,Lower El
1397,158,2016-11-10 22:54:10.18731,Toddler
2723,866,2017-08-10 18:22:33.915994,Lower Elementary
526,140,2016-05-17 19:07:48.950005,Upper El
149,61,2015-08-16 20:25:42.485743,Toddler
148,61,2015-08-16 20:25:34.292962,Toddler
34,3,2014-08-29 20:43:42.136989,Primary: Open
2633,545,2017-08-02 20:27:54.16042,Primary
31,16,2014-08-27 23:56:52.574999,Primary
1864,636,2017-03-27 17:28:16.023156,Toddler
3259,999,2017-10-23 17:55:28.368743,Primary
3258,979,2017-10-19 21:47:52.237226,Primary
128,55,2015-08-06 14:54:13.645502,Elementary
109,42,2015-07-18 10:23:11.486088,Primary
113,42,2015-07-18 10:28:14.064978,Lower Elementary
252,80,2015-09-17 21:26:51.034687,Primary
2702,864,2017-08-09 23:51:19.800835,Primary
2701,864,2017-08-09 23:51:19.641946,Primary
3265,1000,2017-10-23 18:06:42.112933,Lower Elementary
1908,12,2017-04-10 21:14:40.36979,Primary
197,37,2015-08-31 15:52:14.981628,Upper Elementary
198,37,2015-08-31 15:59:19.356296,Upper Elementary
189,69,2015-08-28 23:06:14.568711,Primary
1382,431,2016-11-09 14:02:39.529149,Primary
1497,431,2017-01-10 01:42:22.482767,Lower Elementary
2131,431,2017-05-18 20:58:40.423424,Elementary
191,69,2015-08-28 23:06:36.887725,Senior Elementary
192,69,2015-08-28 23:06:47.716459,Middle School
190,69,2015-08-28 23:06:24.141721,Junior Elementary
183,21,2015-08-27 21:27:59.863751,Upper Elementary
2010,304,2017-04-26 16:19:30.663821,Upper Elementary
193,70,2015-08-31 14:56:43.307088,Lower Elementary
96,47,2015-05-27 13:37:12.869157,Elementary
246,77,2015-09-10 00:42:43.203156,Primary
247,77,2015-09-10 00:43:08.036843,Lower Elementary
194,70,2015-08-31 14:56:53.02647,Lower Elementary
801,313,2016-08-09 16:53:28.016673,Primary
510,221,2016-05-16 22:04:05.213014,Upper Elementary
870,332,2016-08-17 13:27:48.486297,Primary
375,143,2016-03-15 07:28:02.835751,Upper Elementary
387,154,2016-03-17 17:45:55.432175,Primary
2233,431,2017-06-09 23:59:26.842027,Infant
410,199,2016-04-01 06:14:20.917693,Primary
411,199,2016-04-01 06:14:22.063691,Infant
412,199,2016-04-01 06:14:22.136285,Infant
413,199,2016-04-01 06:14:22.199249,Infant
418,202,2016-04-06 15:34:44.266613,Primary
419,202,2016-04-06 15:34:48.994707,Lower Elementary
420,202,2016-04-06 15:34:49.019527,Upper Elementary
421,202,2016-04-06 15:34:49.083182,Adolescent
422,202,2016-04-06 15:34:49.097091,Lower Elementary
425,181,2016-04-06 22:48:05.497614,Primary
383,146,2016-03-16 21:45:07.686331,Toddler
380,146,2016-03-16 21:45:07.594415,Infant
1020,304,2016-08-29 05:38:16.040248,Adolescent
335,103,2016-02-02 01:03:43.682894,Preschool/Kindergarten
379,146,2016-03-16 21:45:07.564889,Infant
1016,304,2016-08-29 05:38:15.965772,Upper Elementary
2878,898,2017-08-23 23:57:22.26752,Toddler
3283,825,2017-10-27 12:27:39.44218,Toddler
439,216,2016-04-17 15:23:12.028856,Upper Elementary
482,172,2016-05-09 13:55:02.387839,Adolescent
2703,864,2017-08-09 23:51:30.074046,Elementary
3284,474,2017-10-27 14:57:27.441029,Adolescent
56,30,2015-03-11 22:20:28.56233,Primary
527,140,2016-05-17 19:08:36.977939,Lower El
2150,521,2017-05-24 17:57:07.559391,Primary
275,88,2015-10-11 07:04:02.7729,Elementary 
3268,547,2017-10-24 18:45:24.05127,Primary
3186,971,2017-09-30 05:48:03.391169,Upper Elementary
392,156,2016-03-21 15:25:14.849087,Primary
1863,636,2017-03-27 17:28:15.988401,Toddler
3214,985,2017-10-09 21:11:12.344335,Primary
548,224,2016-05-26 20:36:40.019206,Primary
549,224,2016-05-26 20:36:40.046864,Primary
2707,873,2017-08-10 16:11:51.710465,Primary
492,226,2016-05-11 19:26:21.956827,Primary
496,226,2016-05-11 19:26:22.19785,Primary
2529,778,2017-07-26 21:09:36.831609,Primary
2135,431,2017-05-18 21:02:38.263025,Elementary
546,224,2016-05-26 20:35:55.935425,Infant
2232,431,2017-06-09 23:59:26.792185,Infant
2132,431,2017-05-18 20:58:40.468385,Elementary
469,172,2016-05-09 13:54:54.732251,Primary
470,172,2016-05-09 13:54:54.77433,Primary
471,172,2016-05-09 13:55:01.678399,Lower Elementary
472,172,2016-05-09 13:55:01.700364,Lower Elementary
473,172,2016-05-09 13:55:01.722589,Lower Elementary
474,172,2016-05-09 13:55:01.748808,Lower Elementary
475,172,2016-05-09 13:55:01.769153,Lower Elementary
476,172,2016-05-09 13:55:01.815927,Upper Elementary
477,172,2016-05-09 13:55:01.841087,Upper Elementary
3282,1006,2017-10-26 22:25:47.317158,Lower Elementary
3785,1101,2018-03-07 09:12:46.251784,Primary
2279,481,2017-06-15 16:35:29.649273,Infant
3290,987,2017-10-30 18:52:25.340747,Upper Elementary
3291,1002,2017-10-30 19:39:23.155288,Toddler
3281,869,2017-10-26 16:41:59.05164,Primary
3285,1007,2017-10-27 18:28:55.881979,Primary
381,146,2016-03-16 21:45:07.63605,Toddler
382,146,2016-03-16 21:45:07.655931,Toddler
3277,1005,2017-10-25 03:34:14.556225,Primary
501,221,2016-05-16 22:03:47.251433,Primary
468,141,2016-05-09 13:50:41.5318,Primary
535,228,2016-05-19 16:24:33.618685,Toddler
374,42,2016-03-14 18:50:50.273166,Lower Elementary
3287,1003,2017-10-30 17:26:32.479014,Lower Elementary
3784,1138,2018-03-07 02:05:37.477719,Primary
1829,534,2017-03-14 21:58:35.212541, Elementary
3782,1138,2018-03-06 20:15:29.69756,Primary
3278,1005,2017-10-25 03:34:14.848796,Infant
3279,1005,2017-10-25 03:34:14.903571,Toddler
1551,461,2017-02-02 19:03:15.177018,Infant
650,266,2016-07-08 14:29:21.344321,Primary
3786,1101,2018-03-07 09:12:46.283676,Primary
3788,1101,2018-03-07 09:12:46.323219,Primary
3790,1101,2018-03-07 09:12:49.893166,Lower Elementary
579,230,2016-06-07 14:36:37.180891,Primary
580,230,2016-06-07 14:36:43.455698,Elementary
3796,1141,2018-03-07 09:23:40.240617,Primary
599,237,2016-06-16 00:24:09.025191,Primary
3792,1101,2018-03-07 09:12:49.9348,Lower Elementary
543,219,2016-05-26 20:14:43.803029,Primary
534,228,2016-05-19 16:24:32.75165,Elementary
545,219,2016-05-26 20:14:49.830172,Twos/Infants
3292,319,2017-10-30 19:41:48.707764,Primary
2948,914,2017-08-30 16:23:27.693021,Primary
60,31,2015-03-20 02:58:55.073731,Primary
3263,999,2017-10-23 17:55:29.000902,Infant
2033,545,2017-05-04 03:33:56.325557,Toddler
3264,999,2017-10-23 17:55:29.058879,Infant
1916,506,2017-04-12 14:54:22.939382,Primary
3260,999,2017-10-23 17:55:28.3999,Primary
2946,914,2017-08-30 16:23:25.800543,Toddler
2947,914,2017-08-30 16:23:27.656719,Primary
1920,506,2017-04-12 15:07:15.325429,Lower Elementary
453,160,2016-05-02 14:49:21.034145,Primary
454,160,2016-05-02 14:49:21.066169,Primary
457,160,2016-05-02 14:49:27.878547,Lower Elementary
72,41,2015-04-10 16:25:04.36585,Primary
3288,24,2017-10-30 18:32:38.422345,Elementary
547,224,2016-05-26 20:35:56.385818,Toddler
3286,223,2017-10-28 00:40:01.29321,Primary
466,200,2016-05-04 16:54:19.907768,Primary
435,214,2016-04-15 16:17:26.260824,Primary
515,221,2016-05-16 22:04:06.842348,Adolescent
3274,997,2017-10-24 18:45:38.266063,Upper Elementary
3793,1101,2018-03-07 09:12:49.956802,Lower Elementary
3275,997,2017-10-24 18:45:38.299291,Upper Elementary
574,227,2016-06-03 15:18:17.991116,Primary
1630,404,2017-02-23 01:38:02.05332,Lower Elementary
723,296,2016-07-22 15:54:21.747629,Primary
656,271,2016-07-12 15:16:59.958245,Primary
3789,1101,2018-03-07 09:12:46.343431,Primary
3269,997,2017-10-24 18:45:35.595711,Primary
3271,997,2017-10-24 18:45:35.648463,Primary
3270,997,2017-10-24 18:45:35.625795,Primary
601,208,2016-06-16 17:00:12.864775,Primary
3272,997,2017-10-24 18:45:38.109607,Lower Elementary
649,266,2016-07-08 14:29:14.527892,Primary
3273,997,2017-10-24 18:45:38.183175,Lower Elementary
1307,393,2016-10-05 17:19:08.375376,Elementary
3276,1004,2017-10-25 00:22:46.863566,Elementary
3787,1101,2018-03-07 09:12:46.304677,Primary
3791,1101,2018-03-07 09:12:49.914697,Lower Elementary
74,42,2015-04-27 22:00:23.689576,Primary
686,281,2016-07-19 22:10:37.513542,Primary
687,281,2016-07-19 22:10:43.296557,Lower Elementary
688,281,2016-07-19 22:10:43.337166,Upper Elementary
689,281,2016-07-19 22:10:43.373258,Adolescent
690,281,2016-07-19 22:10:43.880512,Infant
691,281,2016-07-19 22:10:43.921044,Toddler
692,281,2016-07-19 22:10:43.995636,Adolescent
2548,778,2017-07-27 20:44:37.738376,Primary
3301,1012,2017-11-07 00:06:39.273091,Primary
736,300,2016-07-25 22:35:20.727846,Elementary
737,300,2016-07-25 22:35:27.38242,Toddler
3298,1011,2017-11-03 15:56:24.947535,Lower Elementary
3797,1142,2018-03-07 18:44:58.293876,Toddler
761,306,2016-08-02 20:41:06.55363,Elementary
3289,987,2017-10-30 18:52:25.282199,Lower Elementary
3296,1010,2017-11-03 15:47:21.439602,Primary
786,311,2016-08-08 16:22:13.280143,Primary
809,314,2016-08-09 17:57:59.250096,Upper Elementary
2006,743,2017-04-26 01:30:28.221728,Primary
59,31,2015-03-20 02:58:45.103155,Infant
154,61,2015-08-16 20:26:16.725355,Adolescent
702,286,2016-07-20 03:54:35.125197,Lower Elementary
703,286,2016-07-20 03:54:35.578998,Infant
3261,999,2017-10-23 17:55:28.863742,Infant
701,286,2016-07-20 03:54:30.800784,Primary
3262,999,2017-10-23 17:55:28.901846,Infant
1865,636,2017-03-27 17:28:17.655598,Primary
812,315,2016-08-09 20:47:06.985464,Upper Elementary
1866,636,2017-03-27 17:28:17.678509,Primary
209,41,2015-09-08 16:57:03.896435,Multi-level
201,72,2015-09-02 15:11:14.157195,Primary
1917,506,2017-04-12 14:58:12.651525,Primary
610,238,2016-06-20 20:44:46.522552,Upper Elementary
627,211,2016-06-28 14:39:32.157502,Lower Elementary
71,41,2015-04-10 16:25:00.077263,Primary
602,208,2016-06-16 17:00:12.926975,Primary
600,208,2016-06-16 17:00:12.802197,Primary
511,221,2016-05-16 22:04:05.250297,Upper Elementary
1903,693,2017-04-07 22:36:22.963537,Upper Elementary
778,293,2016-08-05 19:56:51.973813,Primary
513,221,2016-05-16 22:04:06.579515,Toddler
2114,755,2017-05-15 19:14:54.034782,Primary
3311,1008,2017-11-08 00:22:35.389996,Upper Elementary
2115,755,2017-05-15 19:14:54.059686,Primary
3300,1009,2017-11-03 16:16:15.268335,Elementary
3302,1012,2017-11-07 00:06:44.144772,Elementary
3294,1010,2017-11-03 15:47:21.396012,Primary
3295,1010,2017-11-03 15:47:21.420519,Primary
725,297,2016-07-22 15:59:46.073154,Primary
3309,1015,2017-11-08 00:17:29.776021,Primary
3795,1101,2018-03-07 09:12:50.013861,Upper Elementary
1867,636,2017-03-27 17:28:24.35059,Elementary
3299,1011,2017-11-03 15:56:24.991236,Upper Elementary
143,60,2015-08-14 22:27:27.161804,Lower Elementary
782,243,2016-08-05 21:38:34.008064,Casa
144,60,2015-08-14 22:27:33.66787,Lower Elementary
3303,1013,2017-11-07 00:13:15.67523,Infant
2879,898,2017-08-23 23:57:23.142852,Primary
3304,1013,2017-11-07 00:13:15.696314,Infant
3313,1018,2017-11-10 01:54:23.476561,Primary
2880,898,2017-08-23 23:57:25.255436,Lower Elementary
3314,1018,2017-11-10 01:54:26.039041,Elementary
3312,1008,2017-11-08 00:22:35.435603,Lower Elementary
875,336,2016-08-17 13:40:33.443225,Primary
845,328,2016-08-15 20:04:17.759024,Toddler
847,328,2016-08-15 20:05:09.344774,Elementary
848,328,2016-08-15 20:05:35.680849,Primary
743,153,2016-07-26 19:03:10.905836,Primary
3319,1016,2017-11-10 01:54:33.821207,Toddler
3801,819,2018-03-07 20:36:49.942028,Toddler
800,313,2016-08-09 16:53:26.433127,Toddler
805,313,2016-08-09 16:53:28.15195,Primary
925,349,2016-08-22 19:00:05.712864,Primary
853,293,2016-08-16 19:17:01.487761,Lower Elementary
2708,779,2017-08-10 17:46:26.596228,Elementary
3798,1142,2018-03-07 18:44:58.380933,Toddler
3799,1142,2018-03-07 18:45:02.304737,Elementary
798,313,2016-08-09 16:53:26.374337,Toddler
802,313,2016-08-09 16:53:28.048459,Primary
3315,1018,2017-11-10 01:54:26.058042,Elementary
836,327,2016-08-14 20:13:54.2812,Infant
1697,526,2017-03-07 19:06:37.482636,Primary
779,243,2016-08-05 21:38:33.029941,Toddler
1691,526,2017-03-07 19:06:37.37827,Primary
1695,526,2017-03-07 19:06:37.445514,Primary
744,153,2016-07-26 19:30:59.53886,Primary
2734,450,2017-08-10 21:43:34.254311,Primary
706,274,2016-07-20 15:04:53.33004,Primary
3800,548,2018-03-07 19:58:07.436297,Primary
625,211,2016-06-28 14:39:27.246163,Primary
926,277,2016-08-22 19:25:35.681945,Primary
854,293,2016-08-16 20:13:34.958574,Lower Elementary
